h_geocode,jobs,cty,ctyname,trct,zcta,zctaname,stplc,stplcname,blklatdd,blklondd
170310707001006,3,17031,"Cook County, IL",17031070700,60614,60614,1714000,"Chicago city, IL",41.9306521,-87.6741038
170310707001008,1,17031,"Cook County, IL",17031070700,60614,60614,1714000,"Chicago city, IL",41.9299615,-87.6714038
170310707001012,1,17031,"Cook County, IL",17031070700,60614,60614,1714000,"Chicago city, IL",41.9313566,-87.6756885
170310707002000,1,17031,"Cook County, IL",17031070700,60614,60614,1714000,"Chicago city, IL",41.9291549,-87.6757572
170310707002006,1,17031,"Cook County, IL",17031070700,60614,60614,1714000,"Chicago city, IL",41.9281821,-87.6723192
170310707002010,2,17031,"Cook County, IL",17031070700,60614,60614,1714000,"Chicago city, IL",41.9259466,-87.6710283
170310710001000,1,17031,"Cook County, IL",17031071000,60614,60614,1714000,"Chicago city, IL",41.9242099,-87.6544795
170310710001002,3,17031,"Cook County, IL",17031071000,60614,60614,1714000,"Chicago city, IL",41.9245694,-87.6581281
170310710001005,1,17031,"Cook County, IL",17031071000,60614,60614,1714000,"Chicago city, IL",41.9226129,-87.6556413
170310710002002,1,17031,"Cook County, IL",17031071000,60614,60614,1714000,"Chicago city, IL",41.9205514,-87.6567853
170310710002007,1,17031,"Cook County, IL",17031071000,60614,60614,1714000,"Chicago city, IL",41.9192382,-87.6537106
170310711001000,1,17031,"Cook County, IL",17031071100,60614,60614,1714000,"Chicago city, IL",41.9245549,-87.6497227
170310711001001,1,17031,"Cook County, IL",17031071100,60614,60614,1714000,"Chicago city, IL",41.9248315,-87.6505201
170310711001003,1,17031,"Cook County, IL",17031071100,60614,60614,1714000,"Chicago city, IL",41.9243087,-87.6519867
170310711001004,1,17031,"Cook County, IL",17031071100,60614,60614,1714000,"Chicago city, IL",41.922719,-87.6489695
170310711001013,2,17031,"Cook County, IL",17031071100,60614,60614,1714000,"Chicago city, IL",41.9190803,-87.648846
170310711002002,1,17031,"Cook County, IL",17031071100,60614,60614,1714000,"Chicago city, IL",41.9226673,-87.6525372
170310711002008,1,17031,"Cook County, IL",17031071100,60614,60614,1714000,"Chicago city, IL",41.9206112,-87.6531396
170310711002009,1,17031,"Cook County, IL",17031071100,60614,60614,1714000,"Chicago city, IL",41.9192717,-87.6512787
170310711002013,1,17031,"Cook County, IL",17031071100,60614,60614,1714000,"Chicago city, IL",41.9192577,-87.6524223
170310712001000,1,17031,"Cook County, IL",17031071200,60614,60614,1714000,"Chicago city, IL",41.9251848,-87.6452787
170310712001002,2,17031,"Cook County, IL",17031071200,60614,60614,1714000,"Chicago city, IL",41.9247548,-87.6468271
170310713001001,1,17031,"Cook County, IL",17031071300,60614,60614,1714000,"Chicago city, IL",41.9235293,-87.6405586
170310713001002,1,17031,"Cook County, IL",17031071300,60614,60614,1714000,"Chicago city, IL",41.9232843,-87.639352
170310713001003,1,17031,"Cook County, IL",17031071300,60614,60614,1714000,"Chicago city, IL",41.9224139,-87.6392521
170310713001007,1,17031,"Cook County, IL",17031071300,60614,60614,1714000,"Chicago city, IL",41.9221764,-87.6401606
170310713001009,2,17031,"Cook County, IL",17031071300,60614,60614,1714000,"Chicago city, IL",41.9210469,-87.6392089
170310713001012,1,17031,"Cook County, IL",17031071300,60614,60614,1714000,"Chicago city, IL",41.9210226,-87.6410073
170310713001013,2,17031,"Cook County, IL",17031071300,60614,60614,1714000,"Chicago city, IL",41.9189059,-87.640453
170310713002000,2,17031,"Cook County, IL",17031071300,60614,60614,1714000,"Chicago city, IL",41.9246359,-87.6426633
170310713002003,1,17031,"Cook County, IL",17031071300,60614,60614,1714000,"Chicago city, IL",41.9230407,-87.6426102
170310713002004,1,17031,"Cook County, IL",17031071300,60614,60614,1714000,"Chicago city, IL",41.9232536,-87.6435263
170310713002008,2,17031,"Cook County, IL",17031071300,60614,60614,1714000,"Chicago city, IL",41.9209929,-87.6431559
170310714001000,1,17031,"Cook County, IL",17031071400,60614,60614,1714000,"Chicago city, IL",41.9213391,-87.6375787
170310714001001,1,17031,"Cook County, IL",17031071400,60614,60614,1714000,"Chicago city, IL",41.9210059,-87.6386199
170310714001002,2,17031,"Cook County, IL",17031071400,60614,60614,1714000,"Chicago city, IL",41.9192399,-87.638287
170310714002005,2,17031,"Cook County, IL",17031071400,60614,60614,1714000,"Chicago city, IL",41.9197463,-87.636663
170310714002006,8,17031,"Cook County, IL",17031071400,60614,60614,1714000,"Chicago city, IL",41.9211161,-87.6368717
170310714002011,3,17031,"Cook County, IL",17031071400,60614,60614,1714000,"Chicago city, IL",41.9191828,-87.6371008
170310714003000,1,17031,"Cook County, IL",17031071400,60614,60614,1714000,"Chicago city, IL",41.9247289,-87.6369434
170310714003001,3,17031,"Cook County, IL",17031071400,60614,60614,1714000,"Chicago city, IL",41.9247153,-87.6377137
170310714003002,7,17031,"Cook County, IL",17031071400,60614,60614,1714000,"Chicago city, IL",41.925335,-87.6391991
170310714004002,4,17031,"Cook County, IL",17031071400,60614,60614,1714000,"Chicago city, IL",41.9243612,-87.638753
170310714004003,1,17031,"Cook County, IL",17031071400,60614,60614,1714000,"Chicago city, IL",41.922333,-87.6387293
170310715001001,1,17031,"Cook County, IL",17031071500,60614,60614,1714000,"Chicago city, IL",41.9144632,-87.6360973
170310715001002,1,17031,"Cook County, IL",17031071500,60614,60614,1714000,"Chicago city, IL",41.9138978,-87.6357299
170310715001005,2,17031,"Cook County, IL",17031071500,60614,60614,1714000,"Chicago city, IL",41.9124096,-87.635747
170310715001006,1,17031,"Cook County, IL",17031071500,60614,60614,1714000,"Chicago city, IL",41.9115806,-87.635673
170310715002000,7,17031,"Cook County, IL",17031071500,60614,60614,1714000,"Chicago city, IL",41.913786,-87.6340801
170310715003008,5,17031,"Cook County, IL",17031071500,60614,60614,1714000,"Chicago city, IL",41.9174677,-87.6365005
170310715003009,2,17031,"Cook County, IL",17031071500,60614,60614,1714000,"Chicago city, IL",41.9171611,-87.6374437
170310715004002,1,17031,"Cook County, IL",17031071500,60614,60614,1714000,"Chicago city, IL",41.9144619,-87.6377219
170310715004003,1,17031,"Cook County, IL",17031071500,60614,60614,1714000,"Chicago city, IL",41.9135001,-87.6370937
170310715004009,3,17031,"Cook County, IL",17031071500,60610,60610,1714000,"Chicago city, IL",41.9114634,-87.6373598
170310715005001,4,17031,"Cook County, IL",17031071500,60614,60614,1714000,"Chicago city, IL",41.9126573,-87.6339934
170310715006000,3,17031,"Cook County, IL",17031071500,60614,60614,1714000,"Chicago city, IL",41.9160164,-87.6349536
170310715006001,1,17031,"Cook County, IL",17031071500,60614,60614,1714000,"Chicago city, IL",41.9163207,-87.6356804
170310715006002,1,17031,"Cook County, IL",17031071500,60614,60614,1714000,"Chicago city, IL",41.915277,-87.6359821
170310716001003,1,17031,"Cook County, IL",17031071600,60614,60614,1714000,"Chicago city, IL",41.9171816,-87.6421195
170310716001005,1,17031,"Cook County, IL",17031071600,60614,60614,1714000,"Chicago city, IL",41.9173465,-87.643334
170310716001008,2,17031,"Cook County, IL",17031071600,60614,60614,1714000,"Chicago city, IL",41.9155829,-87.6402508
170310717001000,1,17031,"Cook County, IL",17031071700,60614,60614,1714000,"Chicago city, IL",41.9137695,-87.639028
170310717001001,1,17031,"Cook County, IL",17031071700,60614,60614,1714000,"Chicago city, IL",41.9133098,-87.6407178
170310717001002,1,17031,"Cook County, IL",17031071700,60614,60614,1714000,"Chicago city, IL",41.9134283,-87.6401217
170310717001003,1,17031,"Cook County, IL",17031071700,60614,60614,1714000,"Chicago city, IL",41.9136226,-87.6415173
170310717001004,1,17031,"Cook County, IL",17031071700,60614,60614,1714000,"Chicago city, IL",41.9139409,-87.6420226
170310717002003,1,17031,"Cook County, IL",17031071700,60614,60614,1714000,"Chicago city, IL",41.9119819,-87.6416534
170310717002004,1,17031,"Cook County, IL",17031071700,60614,60614,1714000,"Chicago city, IL",41.9119436,-87.6428637
170310718001001,2,17031,"Cook County, IL",17031071800,60614,60614,1714000,"Chicago city, IL",41.9162522,-87.6445129
170310718001002,2,17031,"Cook County, IL",17031071800,60614,60614,1714000,"Chicago city, IL",41.9180068,-87.6454961
170310718001005,1,17031,"Cook County, IL",17031071800,60614,60614,1714000,"Chicago city, IL",41.9160275,-87.6466329
170310718001006,2,17031,"Cook County, IL",17031071800,60614,60614,1714000,"Chicago city, IL",41.9160199,-87.6457245
170310718001008,2,17031,"Cook County, IL",17031071800,60614,60614,1714000,"Chicago city, IL",41.9124234,-87.6451512
170310718001009,2,17031,"Cook County, IL",17031071800,60614,60614,1714000,"Chicago city, IL",41.9127569,-87.6467446
170310801002001,1,17031,"Cook County, IL",17031080100,60610,60610,1714000,"Chicago city, IL",41.9056087,-87.6265381
170310801002003,1,17031,"Cook County, IL",17031080100,60610,60610,1714000,"Chicago city, IL",41.9044424,-87.6254534
170310801003000,1,17031,"Cook County, IL",17031080100,60610,60610,1714000,"Chicago city, IL",41.907559,-87.6264129
170310801003001,1,17031,"Cook County, IL",17031080100,60610,60610,1714000,"Chicago city, IL",41.9072918,-87.6273198
170310801004003,1,17031,"Cook County, IL",17031080100,60610,60610,1714000,"Chicago city, IL",41.9103498,-87.6266406
170310801004006,1,17031,"Cook County, IL",17031080100,60610,60610,1714000,"Chicago city, IL",41.9093496,-87.6265492
170310801005003,3,17031,"Cook County, IL",17031080100,60610,60610,1714000,"Chicago city, IL",41.9082562,-87.6263416
170310801005004,1,17031,"Cook County, IL",17031080100,60610,60610,1714000,"Chicago city, IL",41.9086213,-87.6272229
170310801005005,1,17031,"Cook County, IL",17031080100,60610,60610,1714000,"Chicago city, IL",41.9086442,-87.6284735
170310801006000,3,17031,"Cook County, IL",17031080100,60610,60610,1714000,"Chicago city, IL",41.9072739,-87.6281972
170310801006001,1,17031,"Cook County, IL",17031080100,60610,60610,1714000,"Chicago city, IL",41.9063679,-87.6282198
170310801007000,4,17031,"Cook County, IL",17031080100,60610,60610,1714000,"Chicago city, IL",41.906317,-87.626008
170310802011001,6,17031,"Cook County, IL",17031080201,60610,60610,1714000,"Chicago city, IL",41.9097883,-87.6327204
170310802011002,2,17031,"Cook County, IL",17031080201,60610,60610,1714000,"Chicago city, IL",41.9079988,-87.6312108
170310802011004,2,17031,"Cook County, IL",17031080201,60610,60610,1714000,"Chicago city, IL",41.9086519,-87.6304963
170310802012000,4,17031,"Cook County, IL",17031080201,60610,60610,1714000,"Chicago city, IL",41.910334,-87.6298441
170310802012001,3,17031,"Cook County, IL",17031080201,60610,60610,1714000,"Chicago city, IL",41.9103233,-87.6305465
170310802012002,1,17031,"Cook County, IL",17031080201,60610,60610,1714000,"Chicago city, IL",41.9103187,-87.6312783
170310802012004,4,17031,"Cook County, IL",17031080201,60610,60610,1714000,"Chicago city, IL",41.9106532,-87.632753
170310802013000,8,17031,"Cook County, IL",17031080201,60610,60610,1714000,"Chicago city, IL",41.9086448,-87.6297904
170310802021001,5,17031,"Cook County, IL",17031080202,60610,60610,1714000,"Chicago city, IL",41.9048286,-87.6321753
170310802021002,3,17031,"Cook County, IL",17031080202,60610,60610,1714000,"Chicago city, IL",41.9048223,-87.6329532
170310802022000,6,17031,"Cook County, IL",17031080202,60610,60610,1714000,"Chicago city, IL",41.9068248,-87.630441
170310802022001,5,17031,"Cook County, IL",17031080202,60610,60610,1714000,"Chicago city, IL",41.9067723,-87.6322312
170310802023000,3,17031,"Cook County, IL",17031080202,60610,60610,1714000,"Chicago city, IL",41.9068093,-87.6290889
170310802023001,2,17031,"Cook County, IL",17031080202,60610,60610,1714000,"Chicago city, IL",41.9071141,-87.6297525
170310802023002,3,17031,"Cook County, IL",17031080202,60610,60610,1714000,"Chicago city, IL",41.906105,-87.6297184
170310802023003,6,17031,"Cook County, IL",17031080202,60610,60610,1714000,"Chicago city, IL",41.9048666,-87.6296805
170310802023004,1,17031,"Cook County, IL",17031080202,60610,60610,1714000,"Chicago city, IL",41.9048599,-87.6303786
170310803001002,5,17031,"Cook County, IL",17031080300,60610,60610,1714000,"Chicago city, IL",41.9071651,-87.6355659
170310803002000,3,17031,"Cook County, IL",17031080300,60610,60610,1714000,"Chicago city, IL",41.9048041,-87.6337708
170310803002001,3,17031,"Cook County, IL",17031080300,60610,60610,1714000,"Chicago city, IL",41.9047184,-87.6358914
170310803002002,1,17031,"Cook County, IL",17031080300,60610,60610,1714000,"Chicago city, IL",41.9050774,-87.6377743
170310803002003,1,17031,"Cook County, IL",17031080300,60610,60610,1714000,"Chicago city, IL",41.9045607,-87.6379624
170310803002004,2,17031,"Cook County, IL",17031080300,60610,60610,1714000,"Chicago city, IL",41.9061591,-87.6377864
170310803003005,1,17031,"Cook County, IL",17031080300,60610,60610,1714000,"Chicago city, IL",41.9090388,-87.6380491
170310803004002,3,17031,"Cook County, IL",17031080300,60610,60610,1714000,"Chicago city, IL",41.9093774,-87.6351513
170310803004003,10,17031,"Cook County, IL",17031080300,60610,60610,1714000,"Chicago city, IL",41.9102898,-87.6343123
170310804001001,1,17031,"Cook County, IL",17031080400,60610,60610,1714000,"Chicago city, IL",41.9110522,-87.6404119
170310804001002,1,17031,"Cook County, IL",17031080400,60610,60610,1714000,"Chicago city, IL",41.910826,-87.6404022
170310804001005,2,17031,"Cook County, IL",17031080400,60610,60610,1714000,"Chicago city, IL",41.9098473,-87.6400681
170310804001007,3,17031,"Cook County, IL",17031080400,60610,60610,1714000,"Chicago city, IL",41.9078525,-87.6403094
170310804001008,11,17031,"Cook County, IL",17031080400,60610,60610,1714000,"Chicago city, IL",41.908273,-87.6391104
170310804001009,1,17031,"Cook County, IL",17031080400,60610,60610,1714000,"Chicago city, IL",41.9098558,-87.6394625
170310804002000,1,17031,"Cook County, IL",17031080400,60610,60610,1714000,"Chicago city, IL",41.9062334,-87.6396108
170310804003000,1,17031,"Cook County, IL",17031080400,60610,60610,1714000,"Chicago city, IL",41.9110335,-87.6416165
170310804003001,1,17031,"Cook County, IL",17031080400,60610,60610,1714000,"Chicago city, IL",41.9108082,-87.641611
170310804003004,2,17031,"Cook County, IL",17031080400,60610,60610,1714000,"Chicago city, IL",41.9098132,-87.6424877
170310804003005,1,17031,"Cook County, IL",17031080400,60610,60610,1714000,"Chicago city, IL",41.9098232,-87.641883
170310804003007,3,17031,"Cook County, IL",17031080400,60610,60610,1714000,"Chicago city, IL",41.9073176,-87.6415124
170310804003008,1,17031,"Cook County, IL",17031080400,60610,60610,1714000,"Chicago city, IL",41.9073343,-87.6425784
170310810001001,1,17031,"Cook County, IL",17031081000,60610,60610,1714000,"Chicago city, IL",41.9024838,-87.6317756
170310810002004,1,17031,"Cook County, IL",17031081000,60610,60610,1714000,"Chicago city, IL",41.8986133,-87.6316653
170310810002007,2,17031,"Cook County, IL",17031081000,60610,60610,1714000,"Chicago city, IL",41.8973069,-87.6308956
170310810003000,4,17031,"Cook County, IL",17031081000,60610,60610,1714000,"Chicago city, IL",41.9011044,-87.6308439
170310810003001,1,17031,"Cook County, IL",17031081000,60610,60610,1714000,"Chicago city, IL",41.9011936,-87.6317383
170310810003002,1,17031,"Cook County, IL",17031081000,60610,60610,1714000,"Chicago city, IL",41.901409,-87.6324448
170310810004000,12,17031,"Cook County, IL",17031081000,60610,60610,1714000,"Chicago city, IL",41.9031466,-87.6335642
170310810004001,1,17031,"Cook County, IL",17031081000,60610,60610,1714000,"Chicago city, IL",41.9033756,-87.6341888
170310810005001,1,17031,"Cook County, IL",17031081000,60610,60610,1714000,"Chicago city, IL",41.9009381,-87.6336386
170310810005002,4,17031,"Cook County, IL",17031081000,60610,60610,1714000,"Chicago city, IL",41.8985802,-87.6335635
170310810005004,2,17031,"Cook County, IL",17031081000,60610,60610,1714000,"Chicago city, IL",41.8972982,-87.6316307
170310810006003,3,17031,"Cook County, IL",17031081000,60610,60610,1714000,"Chicago city, IL",41.9025034,-87.63031
170310811001000,7,17031,"Cook County, IL",17031081100,60610,60610,1714000,"Chicago city, IL",41.901234,-87.6287538
170310811001002,1,17031,"Cook County, IL",17031081100,60610,60610,1714000,"Chicago city, IL",41.8995268,-87.6290628
170310811001003,1,17031,"Cook County, IL",17031081100,60610,60610,1714000,"Chicago city, IL",41.8987436,-87.6292668
170310811002000,2,17031,"Cook County, IL",17031081100,60610,60610,1714000,"Chicago city, IL",41.8982352,-87.6290117
170310811002001,4,17031,"Cook County, IL",17031081100,60654,60654,1714000,"Chicago city, IL",41.8970889,-87.6289991
170310811003001,4,17031,"Cook County, IL",17031081100,60610,60610,1714000,"Chicago city, IL",41.9025015,-87.629182
170310812011000,1,17031,"Cook County, IL",17031081201,60611,60611,1714000,"Chicago city, IL",41.9002802,-87.6254535
170310812011003,1,17031,"Cook County, IL",17031081201,60611,60611,1714000,"Chicago city, IL",41.8996044,-87.6250849
170310812012003,1,17031,"Cook County, IL",17031081201,60611,60611,1714000,"Chicago city, IL",41.8987407,-87.6275856
170310812012008,1,17031,"Cook County, IL",17031081201,60611,60611,1714000,"Chicago city, IL",41.8971025,-87.62632
170310812013002,1,17031,"Cook County, IL",17031081201,60611,60611,1714000,"Chicago city, IL",41.9011158,-87.6280046
